filename,speaker,utt_id,xmin,xmax,canonical_phone,perceived_phone,error_type
del_1_ABA.wav,ABA,arctic_a0022,4.359830945248417,4.39,sil,R,addition
sub_11_ABA.wav,ABA,arctic_a0023,3.08,3.14,R,R*,substitution
sub_11_ABA.wav,ABA,arctic_a0023,5.21,5.29,R,R*,substitution
sub_11_ABA.wav,ABA,arctic_a0023,6.1,6.14,R,R*,substitution
sub_12_ABA.wav,ABA,arctic_a0024,0.83,0.87,R,R*,substitution
add_2_ABA.wav,ABA,arctic_a0024,0.83,0.87,R,R*,substitution
sub_12_ABA.wav,ABA,arctic_a0024,1.53,1.65,R,R*,substitution
add_2_ABA.wav,ABA,arctic_a0024,1.53,1.65,R,R*,substitution
sub_12_ABA.wav,ABA,arctic_a0024,2.36,2.44,R,R*,substitution
add_2_ABA.wav,ABA,arctic_a0024,2.36,2.44,R,R*,substitution
sub_13_ABA.wav,ABA,arctic_a0025,3.9,3.95,P,B,substitution
sub_13_ABA.wav,ABA,arctic_a0025,3.95,4.03,R,R*,substitution
sub_14_ABA.wav,ABA,arctic_a0026,0.24,0.33,AH0,OW,substitution
sub_14_ABA.wav,ABA,arctic_a0026,2.22,2.3,R,R*,substitution
sub_15_ABA.wav,ABA,arctic_a0027,3.88,4.0,TH,S,substitution
del_2_ABA.wav,ABA,arctic_a0027,3.88,4.0,TH,S,substitution
sub_15_ABA.wav,ABA,arctic_a0027,4.07,4.2,Z,S,substitution
del_2_ABA.wav,ABA,arctic_a0027,4.07,4.2,Z,S,substitution
sub_15_ABA.wav,ABA,arctic_a0027,5.25,5.38,ER0,AH0,substitution
del_2_ABA.wav,ABA,arctic_a0027,5.25,5.38,ER0,AH0,substitution
sub_16_ABA.wav,ABA,arctic_a0028,1.08,1.17,B,P,substitution
sub_16_ABA.wav,ABA,arctic_a0028,2.29,2.33,R,sil,deletion
sub_16_ABA.wav,ABA,arctic_a0028,2.33,2.47,AO1,UW,substitution
sub_16_ABA.wav,ABA,arctic_a0028,2.47,2.54,D,T,substitution
del_3_ABA.wav,ABA,arctic_a0029,0.21,0.230953257189271,sil,IH,addition
add_3_ABA.wav,ABA,arctic_a0029,0.21,0.230953257189271,sil,IH,addition
del_3_ABA.wav,ABA,arctic_a0029,0.58,0.66,R,sil,deletion
add_3_ABA.wav,ABA,arctic_a0029,0.58,0.66,R,sil,deletion
del_3_ABA.wav,ABA,arctic_a0029,1.11,1.2383026750716415,ER0,EH,substitution
add_3_ABA.wav,ABA,arctic_a0029,1.11,1.2383026750716415,ER0,EH,substitution
del_3_ABA.wav,ABA,arctic_a0029,1.2383026750716415,1.31,sil,R*,addition
add_3_ABA.wav,ABA,arctic_a0029,1.2383026750716415,1.31,sil,R*,addition
del_3_ABA.wav,ABA,arctic_a0029,2.3829335011676003,2.4506710914898053,sil,K,addition
add_3_ABA.wav,ABA,arctic_a0029,2.3829335011676003,2.4506710914898053,sil,K,addition
del_4_ABA.wav,ABA,arctic_a0031,0.55,0.6041420794590123,sil,IY,addition
add_4_ABA.wav,ABA,arctic_a0031,0.55,0.6041420794590123,sil,IY,addition
del_4_ABA.wav,ABA,arctic_a0031,1.04,1.08,R,err,substitution
add_4_ABA.wav,ABA,arctic_a0031,1.04,1.08,R,err,substitution
del_4_ABA.wav,ABA,arctic_a0031,1.75,1.82,R,R*,substitution
add_4_ABA.wav,ABA,arctic_a0031,1.75,1.82,R,R*,substitution
del_4_ABA.wav,ABA,arctic_a0031,2.25,2.32,R,err,substitution
add_4_ABA.wav,ABA,arctic_a0031,2.25,2.32,R,err,substitution
del_5_ABA.wav,ABA,arctic_a0032,2.46,2.56,IH0,AY,substitution
add_5_ABA.wav,ABA,arctic_a0032,2.46,2.56,IH0,AY,substitution
del_5_ABA.wav,ABA,arctic_a0032,2.71,2.74,IH1,sil,deletion
add_5_ABA.wav,ABA,arctic_a0032,2.71,2.74,IH1,sil,deletion
del_5_ABA.wav,ABA,arctic_a0032,2.77,2.8,IY0,EH,substitution
add_5_ABA.wav,ABA,arctic_a0032,2.77,2.8,IY0,EH,substitution
del_5_ABA.wav,ABA,arctic_a0032,2.8,2.86,AH0,sil,deletion
add_5_ABA.wav,ABA,arctic_a0032,2.8,2.86,AH0,sil,deletion
del_5_ABA.wav,ABA,arctic_a0032,4.700752322204298,4.74041892632588,sil,K,addition
add_5_ABA.wav,ABA,arctic_a0032,4.700752322204298,4.74041892632588,sil,K,addition
add_6_ABA.wav,ABA,arctic_a0037,0.37,0.4,DH,Z,substitution
add_6_ABA.wav,ABA,arctic_a0037,1.415567022999502,1.47,R,R*,substitution
add_6_ABA.wav,ABA,arctic_a0037,2.6117205687774643,2.69,sil,K,addition
add_7_ABA.wav,ABA,arctic_a0040,0.41,0.52,P,B,substitution
add_8_ABA.wav,ABA,arctic_a0046,1.82,1.96,ER0,R*,substitution
add_8_ABA.wav,ABA,arctic_a0046,2.889203896961824,2.93,sil,K,addition
add_8_ABA.wav,ABA,arctic_a0046,4.37,4.47,R,R*,substitution
del_6_ABA.wav,ABA,arctic_a0048,1.6962697122067003,1.9097223519684627,sil,D,addition
add_9_ABA.wav,ABA,arctic_a0048,1.6962697122067003,1.9097223519684627,sil,D,addition
del_6_ABA.wav,ABA,arctic_a0048,2.21,2.36,CH,SH,substitution
add_9_ABA.wav,ABA,arctic_a0048,2.21,2.36,CH,SH,substitution
del_6_ABA.wav,ABA,arctic_a0048,3.26,3.34,K,G,substitution
add_9_ABA.wav,ABA,arctic_a0048,3.26,3.34,K,G,substitution
del_6_ABA.wav,ABA,arctic_a0048,3.52,3.64,S,Z,substitution
add_9_ABA.wav,ABA,arctic_a0048,3.52,3.64,S,Z,substitution
del_7_ABA.wav,ABA,arctic_a0051,1.87,2.0,AY1,IH,substitution
del_7_ABA.wav,ABA,arctic_a0051,2.177339518758002,2.249009233756872,sil,AO,addition
del_7_ABA.wav,ABA,arctic_a0051,2.249009233756872,2.32,ER0,R*,substitution
del_7_ABA.wav,ABA,arctic_a0051,5.08,5.12,EH1,EY,substitution
del_8_ABA.wav,ABA,arctic_a0058,0.74,0.79,R,sil,deletion
add_10_ABA.wav,ABA,arctic_a0058,0.74,0.79,R,sil,deletion
del_8_ABA.wav,ABA,arctic_a0058,2.75,2.8,R,err,substitution
add_10_ABA.wav,ABA,arctic_a0058,2.75,2.8,R,err,substitution
del_8_ABA.wav,ABA,arctic_a0058,2.9,2.93,AA1,EH,substitution
add_10_ABA.wav,ABA,arctic_a0058,2.9,2.93,AA1,EH,substitution
del_8_ABA.wav,ABA,arctic_a0058,4.749221242205211,4.8,sil,G,addition
add_10_ABA.wav,ABA,arctic_a0058,4.749221242205211,4.8,sil,G,addition
del_9_ABA.wav,ABA,arctic_a0059,1.26,1.41,IH0,EY,substitution
add_11_ABA.wav,ABA,arctic_a0059,1.26,1.41,IH0,EY,substitution
del_9_ABA.wav,ABA,arctic_a0059,1.73,1.87,P,B,substitution
add_11_ABA.wav,ABA,arctic_a0059,1.73,1.87,P,B,substitution
del_9_ABA.wav,ABA,arctic_a0059,1.99,2.05,R,R*,substitution
add_11_ABA.wav,ABA,arctic_a0059,1.99,2.05,R,R*,substitution
del_10_ABA.wav,ABA,arctic_a0062,0.74,0.84,T,err,substitution
del_10_ABA.wav,ABA,arctic_a0062,2.17,2.26,ER0,err,substitution
add_12_ABA.wav,ABA,arctic_a0063,1.98,2.057422285235233,sil,AH0,addition
add_12_ABA.wav,ABA,arctic_a0063,2.57,2.66,R,R*,substitution
del_11_ABA.wav,ABA,arctic_a0065,1.51,1.66,L,err,substitution
add_13_ABA.wav,ABA,arctic_a0065,1.51,1.66,L,err,substitution
del_11_ABA.wav,ABA,arctic_a0065,4.26,4.36,Z,S,substitution
add_13_ABA.wav,ABA,arctic_a0065,4.26,4.36,Z,S,substitution
del_11_ABA.wav,ABA,arctic_a0065,4.54,4.632868768420796,sil,AH0,addition
add_13_ABA.wav,ABA,arctic_a0065,4.54,4.632868768420796,sil,AH0,addition
del_12_ABA.wav,ABA,arctic_a0067,2.034289731046249,2.0775309515379767,sil,AH0,addition
add_14_ABA.wav,ABA,arctic_a0067,2.034289731046249,2.0775309515379767,sil,AH0,addition
del_12_ABA.wav,ABA,arctic_a0067,3.516255446652393,3.59,R,err,substitution
add_14_ABA.wav,ABA,arctic_a0067,3.516255446652393,3.59,R,err,substitution
del_13_ABA.wav,ABA,arctic_a0071,1.38,1.52,JH,ZH,substitution
del_13_ABA.wav,ABA,arctic_a0071,2.17,2.23,R,err,substitution
del_13_ABA.wav,ABA,arctic_a0071,2.66,2.7,L,err,substitution
del_14_ABA.wav,ABA,arctic_a0073,0.3608655717579473,0.3999751187904198,P,B,substitution
del_14_ABA.wav,ABA,arctic_a0073,0.3999751187904198,0.4781942128553645,R,R*,substitution
del_14_ABA.wav,ABA,arctic_a0073,0.4781942128553645,0.5720571257332983,AH0,UW,substitution
del_14_ABA.wav,ABA,arctic_a0073,0.681563857424221,0.7780340734376529,OW1,IY,substitution
del_14_ABA.wav,ABA,arctic_a0073,3.95,3.99,L,err,substitution
del_14_ABA.wav,ABA,arctic_a0073,4.57,4.7,AE1,AA,substitution
del_14_ABA.wav,ABA,arctic_a0073,4.82,4.97,Z,S,substitution
del_14_ABA.wav,ABA,arctic_a0073,5.32,5.48,ER0,R*,substitution
del_15_ABA.wav,ABA,arctic_a0075,0.34,0.38,R,sil,deletion
del_15_ABA.wav,ABA,arctic_a0075,2.41,2.5,T,D,substitution
del_16_ABA.wav,ABA,arctic_a0078,2.81,2.88,R,R*,substitution
del_16_ABA.wav,ABA,arctic_a0078,2.88,2.98,AY1,OY,substitution
del_16_ABA.wav,ABA,arctic_a0078,3.41,3.5,DH,TH,substitution
del_16_ABA.wav,ABA,arctic_a0078,3.69,3.86,ER1,err,substitution
add_15_ABA.wav,ABA,arctic_a0082,1.53,1.64,R,R*,substitution
add_15_ABA.wav,ABA,arctic_a0082,1.9771276733412464,2.03,sil,K,addition
add_15_ABA.wav,ABA,arctic_a0082,2.77,3.002676370693386,D,T,substitution
add_16_ABA.wav,ABA,arctic_a0085,0.28,0.32,R,R*,substitution
add_16_ABA.wav,ABA,arctic_a0085,0.51,0.67,L,err,substitution
add_16_ABA.wav,ABA,arctic_a0085,1.7807592378005783,1.8758594136572653,sil,AX,addition
sub_34_EBVS.wav,EBVS,arctic_a0003,0.6611121731283397,0.6909043063209801,IH0,sil,deletion
del_34_EBVS.wav,EBVS,arctic_a0003,0.6611121731283397,0.6909043063209801,IH0,sil,deletion
add_34_EBVS.wav,EBVS,arctic_a0003,0.6611121731283397,0.6909043063209801,IH0,sil,deletion
sub_34_EBVS.wav,EBVS,arctic_a0003,0.6909043063209801,0.71,TH,sil,deletion
del_34_EBVS.wav,EBVS,arctic_a0003,0.6909043063209801,0.71,TH,sil,deletion
add_34_EBVS.wav,EBVS,arctic_a0003,0.6909043063209801,0.71,TH,sil,deletion
sub_34_EBVS.wav,EBVS,arctic_a0003,1.8550892033872337,1.8940481467929944,sil,IH,addition
del_34_EBVS.wav,EBVS,arctic_a0003,1.8550892033872337,1.8940481467929944,sil,IH,addition
add_34_EBVS.wav,EBVS,arctic_a0003,1.8550892033872337,1.8940481467929944,sil,IH,addition
sub_34_EBVS.wav,EBVS,arctic_a0003,4.08,4.23,K,HH,substitution
del_34_EBVS.wav,EBVS,arctic_a0003,4.08,4.23,K,HH,substitution
add_34_EBVS.wav,EBVS,arctic_a0003,4.08,4.23,K,HH,substitution
sub_34_EBVS.wav,EBVS,arctic_a0003,4.465338411573185,4.67,Z,err,substitution
del_34_EBVS.wav,EBVS,arctic_a0003,4.465338411573185,4.67,Z,err,substitution
add_34_EBVS.wav,EBVS,arctic_a0003,4.465338411573185,4.67,Z,err,substitution
sub_35_EBVS.wav,EBVS,arctic_a0005,1.2190416150794725,1.28,T,sil,deletion
del_35_EBVS.wav,EBVS,arctic_a0005,1.2190416150794725,1.28,T,sil,deletion
sub_36_EBVS.wav,EBVS,arctic_a0006,0.13,0.2134680676582172,AA1,AH,substitution
sub_36_EBVS.wav,EBVS,arctic_a0006,0.56,0.6449615141817514,sil,EH,addition
sub_36_EBVS.wav,EBVS,arctic_a0006,0.6449615141817514,0.73,sil,M,addition
sub_36_EBVS.wav,EBVS,arctic_a0006,1.8,1.96,OW1,AO,substitution
sub_36_EBVS.wav,EBVS,arctic_a0006,1.96,2.04,P,sil,deletion
sub_36_EBVS.wav,EBVS,arctic_a0006,4.05,4.1,M,N,substitution
sub_37_EBVS.wav,EBVS,arctic_a0007,0.25,0.31,Y,JH,substitution
sub_37_EBVS.wav,EBVS,arctic_a0007,0.98,1.22,Z,S,substitution
sub_37_EBVS.wav,EBVS,arctic_a0007,1.66,1.69,T,sil,deletion
sub_37_EBVS.wav,EBVS,arctic_a0007,3.5,3.62,AH0,AE,substitution
sub_37_EBVS.wav,EBVS,arctic_a0007,3.86,4.09,V,F,substitution
sub_37_EBVS.wav,EBVS,arctic_a0007,4.592567335620602,4.633347919543614,sil,Y,addition
sub_37_EBVS.wav,EBVS,arctic_a0007,4.633347919543614,4.65,IH0,UH,substitution
sub_38_EBVS.wav,EBVS,arctic_a0008,0.24,0.37,AE1,AA,substitution
del_36_EBVS.wav,EBVS,arctic_a0008,0.24,0.37,AE1,AA,substitution
sub_38_EBVS.wav,EBVS,arctic_a0008,1.64,1.75,T,DH,substitution
del_36_EBVS.wav,EBVS,arctic_a0008,1.64,1.75,T,DH,substitution
sub_38_EBVS.wav,EBVS,arctic_a0008,2.25,2.33,EY1,AH,substitution
del_36_EBVS.wav,EBVS,arctic_a0008,2.25,2.33,EY1,AH,substitution
sub_38_EBVS.wav,EBVS,arctic_a0008,2.47,2.55,JH,Y,substitution
del_36_EBVS.wav,EBVS,arctic_a0008,2.47,2.55,JH,Y,substitution
sub_38_EBVS.wav,EBVS,arctic_a0008,2.78,2.85,T,sil,deletion
del_36_EBVS.wav,EBVS,arctic_a0008,2.78,2.85,T,sil,deletion
sub_39_EBVS.wav,EBVS,arctic_a0010,0.03,0.11,AY1,AA,substitution
sub_39_EBVS.wav,EBVS,arctic_a0010,1.24,1.38,AE1,AA,substitution
sub_39_EBVS.wav,EBVS,arctic_a0010,3.18,3.3,Z,S,substitution
sub_40_EBVS.wav,EBVS,arctic_a0011,2.71,2.75,N,M,substitution
add_35_EBVS.wav,EBVS,arctic_a0011,2.71,2.75,N,M,substitution
sub_40_EBVS.wav,EBVS,arctic_a0011,3.730031943805203,3.788364977574621,sil,AX,addition
add_35_EBVS.wav,EBVS,arctic_a0011,3.730031943805203,3.788364977574621,sil,AX,addition
sub_40_EBVS.wav,EBVS,arctic_a0011,3.788364977574621,3.86,sil,D,addition
add_35_EBVS.wav,EBVS,arctic_a0011,3.788364977574621,3.86,sil,D,addition
sub_41_EBVS.wav,EBVS,arctic_a0013,0.45,0.57,Z,TH,substitution
del_37_EBVS.wav,EBVS,arctic_a0013,0.45,0.57,Z,TH,substitution
sub_41_EBVS.wav,EBVS,arctic_a0013,0.8,0.85,EH1,IH,substitution
del_37_EBVS.wav,EBVS,arctic_a0013,0.8,0.85,EH1,IH,substitution
sub_41_EBVS.wav,EBVS,arctic_a0013,0.85,0.93,D,T,substitution
del_37_EBVS.wav,EBVS,arctic_a0013,0.85,0.93,D,T,substitution
sub_41_EBVS.wav,EBVS,arctic_a0013,2.05,2.19,Z,S,substitution
del_37_EBVS.wav,EBVS,arctic_a0013,2.05,2.19,Z,S,substitution
sub_41_EBVS.wav,EBVS,arctic_a0013,2.46,2.53,AH0,AO,substitution
del_37_EBVS.wav,EBVS,arctic_a0013,2.46,2.53,AH0,AO,substitution
sub_41_EBVS.wav,EBVS,arctic_a0013,2.9762006076151386,3.069508687555544,AH0,AO,substitution
del_37_EBVS.wav,EBVS,arctic_a0013,2.9762006076151386,3.069508687555544,AH0,AO,substitution
sub_41_EBVS.wav,EBVS,arctic_a0013,3.069508687555544,3.16,N,sil,deletion
del_37_EBVS.wav,EBVS,arctic_a0013,3.069508687555544,3.16,N,sil,deletion
sub_41_EBVS.wav,EBVS,arctic_a0013,3.69,3.84,AH1,AO,substitution
del_37_EBVS.wav,EBVS,arctic_a0013,3.69,3.84,AH1,AO,substitution
sub_41_EBVS.wav,EBVS,arctic_a0013,3.84,3.98,V,F,substitution
del_37_EBVS.wav,EBVS,arctic_a0013,3.84,3.98,V,F,substitution
sub_41_EBVS.wav,EBVS,arctic_a0013,4.31,4.37,OW2,AO,substitution
del_37_EBVS.wav,EBVS,arctic_a0013,4.31,4.37,OW2,AO,substitution
sub_41_EBVS.wav,EBVS,arctic_a0013,4.43,4.46,T,sil,deletion
del_37_EBVS.wav,EBVS,arctic_a0013,4.43,4.46,T,sil,deletion
sub_41_EBVS.wav,EBVS,arctic_a0013,4.751798481775199,4.88,AH0,EY,substitution
del_37_EBVS.wav,EBVS,arctic_a0013,4.751798481775199,4.88,AH0,EY,substitution
sub_41_EBVS.wav,EBVS,arctic_a0013,5.24,5.3,AH0,IH,substitution
del_37_EBVS.wav,EBVS,arctic_a0013,5.24,5.3,AH0,IH,substitution
sub_41_EBVS.wav,EBVS,arctic_a0013,5.3,5.4,Z,S,substitution
del_37_EBVS.wav,EBVS,arctic_a0013,5.3,5.4,Z,S,substitution
sub_41_EBVS.wav,EBVS,arctic_a0013,5.4,5.43,IY1,IH,substitution
del_37_EBVS.wav,EBVS,arctic_a0013,5.4,5.43,IY1,IH,substitution
sub_42_EBVS.wav,EBVS,arctic_a0018,0.36,0.46,Z,S,substitution
del_38_EBVS.wav,EBVS,arctic_a0018,0.36,0.46,Z,S,substitution
sub_42_EBVS.wav,EBVS,arctic_a0018,0.64,0.75,EY1,EH,substitution
del_38_EBVS.wav,EBVS,arctic_a0018,0.64,0.75,EY1,EH,substitution
sub_42_EBVS.wav,EBVS,arctic_a0018,0.81,0.84,JH,sil,deletion
del_38_EBVS.wav,EBVS,arctic_a0018,0.81,0.84,JH,sil,deletion
sub_43_EBVS.wav,EBVS,arctic_a0019,0.43,0.49,AA1,AO,substitution
del_39_EBVS.wav,EBVS,arctic_a0019,0.43,0.49,AA1,AO,substitution
sub_43_EBVS.wav,EBVS,arctic_a0019,2.35,2.44,V,F,substitution
del_39_EBVS.wav,EBVS,arctic_a0019,2.35,2.44,V,F,substitution
sub_43_EBVS.wav,EBVS,arctic_a0019,2.81,2.92,OW1,AO,substitution
del_39_EBVS.wav,EBVS,arctic_a0019,2.81,2.92,OW1,AO,substitution
sub_43_EBVS.wav,EBVS,arctic_a0019,2.92,3.077658640473759,Z,S,substitution
del_39_EBVS.wav,EBVS,arctic_a0019,2.92,3.077658640473759,Z,S,substitution
sub_43_EBVS.wav,EBVS,arctic_a0019,3.077658640473759,3.1430080726718224,sil,AX,addition
del_39_EBVS.wav,EBVS,arctic_a0019,3.077658640473759,3.1430080726718224,sil,AX,addition
sub_43_EBVS.wav,EBVS,arctic_a0019,3.52,3.56,L,sil,deletion
del_39_EBVS.wav,EBVS,arctic_a0019,3.52,3.56,L,sil,deletion
sub_43_EBVS.wav,EBVS,arctic_a0019,3.6557497714566254,3.85,OW2,AO,substitution
del_39_EBVS.wav,EBVS,arctic_a0019,3.6557497714566254,3.85,OW2,AO,substitution
sub_43_EBVS.wav,EBVS,arctic_a0019,5.063276003414911,5.098464159213869,AH0,sil,deletion
del_39_EBVS.wav,EBVS,arctic_a0019,5.063276003414911,5.098464159213869,AH0,sil,deletion
sub_43_EBVS.wav,EBVS,arctic_a0019,5.098464159213869,5.15,Z,sil,deletion
del_39_EBVS.wav,EBVS,arctic_a0019,5.098464159213869,5.15,Z,sil,deletion
sub_44_EBVS.wav,EBVS,arctic_a0020,0.2088106014648101,0.2492311214602686,B,P,substitution
del_40_EBVS.wav,EBVS,arctic_a0020,0.2088106014648101,0.2492311214602686,B,P,substitution
sub_44_EBVS.wav,EBVS,arctic_a0020,0.2492311214602686,0.3180957110821609,Z,S,substitution
del_40_EBVS.wav,EBVS,arctic_a0020,0.2492311214602686,0.3180957110821609,Z,S,substitution
sub_44_EBVS.wav,EBVS,arctic_a0020,0.3929485258885655,0.41,D,sil,deletion
del_40_EBVS.wav,EBVS,arctic_a0020,0.3929485258885655,0.41,D,sil,deletion
sub_44_EBVS.wav,EBVS,arctic_a0020,0.6,0.69,Z,S,substitution
del_40_EBVS.wav,EBVS,arctic_a0020,0.6,0.69,Z,S,substitution
sub_44_EBVS.wav,EBVS,arctic_a0020,0.81,0.9124270606450136,N,M,substitution
del_40_EBVS.wav,EBVS,arctic_a0020,0.81,0.9124270606450136,N,M,substitution
sub_44_EBVS.wav,EBVS,arctic_a0020,1.23,1.36,Z,S,substitution
del_40_EBVS.wav,EBVS,arctic_a0020,1.23,1.36,Z,S,substitution
sub_44_EBVS.wav,EBVS,arctic_a0020,2.35,2.43,OW1,AO,substitution
del_40_EBVS.wav,EBVS,arctic_a0020,2.35,2.43,OW1,AO,substitution
sub_44_EBVS.wav,EBVS,arctic_a0020,2.88,3.03,Z,S,substitution
del_40_EBVS.wav,EBVS,arctic_a0020,2.88,3.03,Z,S,substitution
sub_45_EBVS.wav,EBVS,arctic_a0021,0.33,0.44,EH1,ER,substitution
del_41_EBVS.wav,EBVS,arctic_a0021,0.33,0.44,EH1,ER,substitution
add_36_EBVS.wav,EBVS,arctic_a0021,0.33,0.44,EH1,ER,substitution
sub_45_EBVS.wav,EBVS,arctic_a0021,0.8941844000006176,0.9421405562153456,sil,AX,addition
del_41_EBVS.wav,EBVS,arctic_a0021,0.8941844000006176,0.9421405562153456,sil,AX,addition
add_36_EBVS.wav,EBVS,arctic_a0021,0.8941844000006176,0.9421405562153456,sil,AX,addition
sub_45_EBVS.wav,EBVS,arctic_a0021,1.8568165113352788,1.87,G,sil,deletion
del_41_EBVS.wav,EBVS,arctic_a0021,1.8568165113352788,1.87,G,sil,deletion
add_36_EBVS.wav,EBVS,arctic_a0021,1.8568165113352788,1.87,G,sil,deletion
sub_45_EBVS.wav,EBVS,arctic_a0021,2.05,2.159759059130756,Z,S,substitution
del_41_EBVS.wav,EBVS,arctic_a0021,2.05,2.159759059130756,Z,S,substitution
add_36_EBVS.wav,EBVS,arctic_a0021,2.05,2.159759059130756,Z,S,substitution
sub_45_EBVS.wav,EBVS,arctic_a0021,2.159759059130756,2.176134331984565,IH0,sil,deletion
del_41_EBVS.wav,EBVS,arctic_a0021,2.159759059130756,2.176134331984565,IH0,sil,deletion
add_36_EBVS.wav,EBVS,arctic_a0021,2.159759059130756,2.176134331984565,IH0,sil,deletion
sub_45_EBVS.wav,EBVS,arctic_a0021,2.176134331984565,2.190170280144973,NG,sil,deletion
del_41_EBVS.wav,EBVS,arctic_a0021,2.176134331984565,2.190170280144973,NG,sil,deletion
add_36_EBVS.wav,EBVS,arctic_a0021,2.176134331984565,2.190170280144973,NG,sil,deletion
sub_46_EBVS.wav,EBVS,arctic_a0022,0.29,0.32,D,sil,deletion
del_42_EBVS.wav,EBVS,arctic_a0022,0.29,0.32,D,sil,deletion
sub_46_EBVS.wav,EBVS,arctic_a0022,1.08,1.14,AE1,AA,substitution
del_42_EBVS.wav,EBVS,arctic_a0022,1.08,1.14,AE1,AA,substitution
sub_46_EBVS.wav,EBVS,arctic_a0022,1.18,1.28,Z,S,substitution
del_42_EBVS.wav,EBVS,arctic_a0022,1.18,1.28,Z,S,substitution
sub_46_EBVS.wav,EBVS,arctic_a0022,1.36,1.43,EY1,EH,substitution
del_42_EBVS.wav,EBVS,arctic_a0022,1.36,1.43,EY1,EH,substitution
sub_46_EBVS.wav,EBVS,arctic_a0022,1.69,1.72,B,V,substitution
del_42_EBVS.wav,EBVS,arctic_a0022,1.69,1.72,B,V,substitution
sub_46_EBVS.wav,EBVS,arctic_a0022,4.44,4.62,AW1,OW,substitution
del_42_EBVS.wav,EBVS,arctic_a0022,4.44,4.62,AW1,OW,substitution
sub_46_EBVS.wav,EBVS,arctic_a0022,5.1,5.168061511147444,AA2,AO,substitution
del_42_EBVS.wav,EBVS,arctic_a0022,5.1,5.168061511147444,AA2,AO,substitution
sub_46_EBVS.wav,EBVS,arctic_a0022,5.32,5.43,Z,S,substitution
del_42_EBVS.wav,EBVS,arctic_a0022,5.32,5.43,Z,S,substitution
sub_47_EBVS.wav,EBVS,arctic_a0023,0.27,0.31,AA2,AO,substitution
